path_id,type,name,tag,layer,component_count,game_object,local_position,local_scale
5,GameObject,GameObject,,0,1,,,
6,GameObject,realtime,,0,1,,,
7,GameObject,props_root,,9,1,,,
8,GameObject,Particle System (5),,0,4,,,
9,GameObject,noenter,,0,1,,,
10,GameObject,Particle System (16),,0,4,,,
11,GameObject,Particle System (15),,0,4,,,
12,GameObject,fog,,0,2,,,
13,GameObject,effect,,0,1,,,
14,GameObject,wind,,9,2,,,
15,GameObject,smoke1 (1),,0,4,,,
16,GameObject,enter-grass,,24,1,,,
17,GameObject,RainOptimized,,0,3,,,
18,GameObject,Particle System (13),,0,4,,,
19,GameObject,Particle System (6),,0,4,,,
20,GameObject,MainLight,,0,3,,,
21,GameObject,whole_waterfullRight-64bit,,0,1,,,
22,GameObject,smoke1,,0,4,,,
23,GameObject,star (3),,0,4,,,
24,GameObject,huopen-firelight (1),,0,2,,,
25,GameObject,indicator,,0,1,,,
26,GameObject,Particle System (17),,0,4,,,
27,GameObject,Spot Light,,0,3,,,
28,GameObject,waterfall02,,0,1,,,
29,GameObject,block_root,,0,1,,,
30,GameObject,Particle System (9),,0,4,,,
31,GameObject,sound_amb_stage_city_day,,0,3,,,
32,GameObject,Particle System (14),,0,4,,,
33,GameObject,bakelight,,0,1,,,
34,GameObject,RainOptimized (1),,0,3,,,
35,GameObject,Particle System (10),,0,4,,,
36,GameObject,MapTool,,0,2,,,
37,GameObject,Particle System (4),,0,4,,,
38,GameObject,Map,,0,4,,,
39,GameObject,emptyblock,,0,1,,,
40,GameObject,Particle System (11),,0,4,,,
41,GameObject,enter,,0,1,,,
42,GameObject,Light Probe Group,,0,2,,,
43,GameObject,rainparticle,,0,1,,,
44,GameObject,star (4),,0,4,,,
45,GameObject,Particle System (8),,0,4,,,
46,GameObject,Particle System (12),,0,4,,,
47,GameObject,Cube,,10,3,,,
48,GameObject,Cube,,10,3,,,
49,GameObject,Cube,,10,3,,,
50,GameObject,Cube,,10,3,,,
51,GameObject,Cube,,10,3,,,
52,GameObject,Cube,,10,3,,,
53,GameObject,Cube,,10,3,,,
54,GameObject,Cube,,10,3,,,
55,GameObject,Cube,,10,3,,,
56,GameObject,Cube,,10,3,,,
57,GameObject,Cube,,10,3,,,
58,GameObject,Cube,,10,3,,,
59,GameObject,Cube,,10,3,,,
60,GameObject,Cube,,10,3,,,
61,GameObject,Cube,,10,3,,,
62,GameObject,Cube,,10,3,,,
63,GameObject,Cube,,10,3,,,
64,GameObject,Cube,,10,3,,,
65,GameObject,Cube,,10,3,,,
66,GameObject,Cube,,10,3,,,
67,GameObject,Cube,,10,3,,,
68,GameObject,Cube,,10,3,,,
69,GameObject,Cube,,10,3,,,
70,GameObject,Cube,,10,3,,,
71,GameObject,Cube,,10,3,,,
72,GameObject,Cube,,10,3,,,
73,GameObject,Cube,,10,3,,,
74,GameObject,Cube,,10,3,,,
75,GameObject,Cube,,10,3,,,
76,GameObject,Cube,,10,3,,,
77,GameObject,Cube,,10,3,,,
78,GameObject,Cube,,10,3,,,
79,GameObject,Cube,,10,3,,,
80,GameObject,Cube,,10,3,,,
81,GameObject,Cube,,10,3,,,
82,GameObject,Cube,,10,3,,,
83,GameObject,Cube,,10,3,,,
84,GameObject,Cube,,10,3,,,
85,GameObject,Cube,,10,3,,,
86,GameObject,Cube,,10,3,,,
87,GameObject,Cube,,10,3,,,
88,GameObject,Cube,,10,3,,,
89,GameObject,Cube,,10,3,,,
90,GameObject,Cube,,10,3,,,
91,GameObject,Cube,,10,3,,,
92,GameObject,Cube,,10,3,,,
93,GameObject,Cube,,10,3,,,
94,GameObject,Cube,,10,3,,,
95,GameObject,Cube,,10,3,,,
96,GameObject,Cube,,10,3,,,
97,GameObject,Cube,,10,3,,,
98,GameObject,Cube,,10,3,,,
99,GameObject,Cube,,10,3,,,
100,GameObject,Cube,,10,3,,,
101,GameObject,Cube,,10,3,,,
102,GameObject,Cube,,10,3,,,
103,GameObject,Cube,,10,3,,,
104,GameObject,Cube,,10,3,,,
105,GameObject,Cube,,10,3,,,
106,GameObject,Cube,,10,3,,,
107,GameObject,Cube,,10,3,,,
108,GameObject,Cube,,10,3,,,
109,GameObject,Cube,,10,3,,,
110,GameObject,Cube,,10,3,,,
111,GameObject,Cube,,10,3,,,
112,GameObject,Cube,,10,3,,,
113,GameObject,Cube,,10,3,,,
114,GameObject,Cube,,10,3,,,
115,GameObject,Cube,,10,3,,,
116,GameObject,Cube,,10,3,,,
117,GameObject,Cube,,10,3,,,
118,GameObject,Cube,,10,3,,,
119,GameObject,Cube,,10,3,,,
120,GameObject,Cube,,10,3,,,
121,GameObject,Cube,,10,3,,,
122,GameObject,Cube,,10,3,,,
123,GameObject,Cube,,10,3,,,
124,GameObject,Cube,,10,3,,,
125,GameObject,Cube,,10,3,,,
126,GameObject,Cube,,10,3,,,
127,GameObject,Cube,,10,3,,,
128,GameObject,Cube,,10,3,,,
129,GameObject,Cube,,10,3,,,
130,GameObject,Cube,,10,3,,,
131,GameObject,Cube,,10,3,,,
132,GameObject,Cube,,10,3,,,
133,GameObject,Cube,,10,3,,,
134,GameObject,Cube,,10,3,,,
135,GameObject,Cube,,10,3,,,
136,GameObject,Cube,,10,3,,,
137,GameObject,Cube,,10,3,,,
138,GameObject,Cube,,10,3,,,
139,GameObject,Cube,,10,3,,,
140,GameObject,Cube,,10,3,,,
141,GameObject,Cube,,10,3,,,
142,GameObject,Cube,,10,3,,,
143,GameObject,Cube,,10,3,,,
144,GameObject,Cube,,10,3,,,
145,GameObject,Cube,,10,3,,,
146,GameObject,Cube,,10,3,,,
147,GameObject,Cube,,10,3,,,
148,GameObject,Cube,,10,3,,,
149,GameObject,Cube,,10,3,,,
150,GameObject,Cube,,10,3,,,
151,GameObject,Cube,,10,3,,,
152,GameObject,Cube,,10,3,,,
153,GameObject,Cube,,10,3,,,
154,GameObject,Cube,,10,3,,,
155,GameObject,Cube,,10,3,,,
156,GameObject,Cube,,10,3,,,
157,GameObject,Cube,,10,3,,,
158,GameObject,Cube,,10,3,,,
159,GameObject,Cube,,10,3,,,
160,GameObject,Cube,,10,3,,,
161,GameObject,Cube,,10,3,,,
162,GameObject,Cube,,10,3,,,
163,GameObject,Cube,,10,3,,,
164,GameObject,Cube,,10,3,,,
165,GameObject,Cube,,10,3,,,
166,GameObject,Cube,,10,3,,,
167,GameObject,Cube,,10,3,,,
168,GameObject,Cube,,10,3,,,
169,GameObject,Cube,,10,3,,,
170,GameObject,Cube,,10,3,,,
171,GameObject,Cube,,10,3,,,
172,GameObject,Cube,,10,3,,,
173,GameObject,Cube,,10,3,,,
174,GameObject,Cube,,10,3,,,
175,GameObject,Cube,,10,3,,,
176,GameObject,Cube,,10,3,,,
177,GameObject,Cube,,10,3,,,
178,GameObject,Cube,,10,3,,,
179,GameObject,Cube,,10,3,,,
180,GameObject,Cube,,10,3,,,
181,GameObject,Cube,,10,3,,,
182,GameObject,Cube,,10,3,,,
183,GameObject,Cube,,10,3,,,
184,GameObject,Cube,,10,3,,,
185,GameObject,Cube,,10,3,,,
186,GameObject,Cube,,10,3,,,
187,GameObject,Cube,,10,3,,,
188,GameObject,Cube,,10,3,,,
189,GameObject,Cube,,10,3,,,
190,GameObject,Cube,,10,3,,,
191,GameObject,Cube,,10,3,,,
192,GameObject,Cube,,10,3,,,
193,GameObject,Cube,,10,3,,,
194,GameObject,Cube,,10,3,,,
195,GameObject,Cube,,10,3,,,
196,GameObject,Cube,,10,3,,,
197,GameObject,Cube,,10,3,,,
198,GameObject,Cube,,10,3,,,
199,GameObject,Cube,,10,3,,,
200,GameObject,Cube,,10,3,,,
201,GameObject,Cube,,10,3,,,
202,GameObject,Cube,,10,3,,,
203,GameObject,Cube,,10,3,,,
204,GameObject,Cube,,10,3,,,
205,GameObject,Cube,,10,3,,,
206,GameObject,Cube,,10,3,,,
207,GameObject,Cube,,10,3,,,
208,GameObject,Cube,,10,3,,,
209,GameObject,Cube,,10,3,,,
210,GameObject,Cube,,10,3,,,
211,GameObject,Cube,,10,3,,,
212,GameObject,Cube,,10,3,,,
213,GameObject,Cube,,10,3,,,
214,GameObject,Cube,,10,3,,,
215,GameObject,Cube,,10,3,,,
216,GameObject,Cube,,10,3,,,
217,GameObject,Cube,,10,3,,,
218,GameObject,Cube,,10,3,,,
219,GameObject,Cube,,10,3,,,
220,GameObject,Cube,,10,3,,,
221,GameObject,Cube,,10,3,,,
222,GameObject,Cube,,10,3,,,
223,GameObject,Cube,,10,3,,,
224,GameObject,Cube,,10,3,,,
225,GameObject,Cube,,10,3,,,
226,GameObject,Cube,,10,3,,,
227,GameObject,Cube,,10,3,,,
228,GameObject,Cube,,10,3,,,
229,GameObject,Cube,,10,3,,,
230,GameObject,Cube,,10,3,,,
231,GameObject,Cube,,10,3,,,
232,GameObject,Cube,,10,3,,,
233,GameObject,Cube,,10,3,,,
234,GameObject,Cube,,10,3,,,
235,GameObject,Cube,,10,3,,,
236,GameObject,Cube,,10,3,,,
237,GameObject,Cube,,10,3,,,
238,GameObject,Cube,,10,3,,,
239,GameObject,Cube,,10,3,,,
240,GameObject,Cube,,10,3,,,
241,GameObject,Cube,,10,3,,,
242,GameObject,Cube,,10,3,,,
243,GameObject,Cube,,10,3,,,
244,GameObject,Cube,,10,3,,,
245,GameObject,Cube,,10,3,,,
246,GameObject,Cube,,10,3,,,
247,GameObject,Cube,,10,3,,,
248,GameObject,Cube,,10,3,,,
249,GameObject,Cube,,10,3,,,
250,GameObject,Cube,,10,3,,,
251,GameObject,Cube,,10,3,,,
252,GameObject,Cube,,10,3,,,
253,GameObject,Cube,,10,3,,,
254,GameObject,Cube,,10,3,,,
255,GameObject,Cube,,10,3,,,
256,GameObject,Cube,,10,3,,,
257,GameObject,Cube,,10,3,,,
258,GameObject,Cube,,10,3,,,
259,GameObject,Cube,,10,3,,,
260,GameObject,Cube,,10,3,,,
261,GameObject,Cube,,10,3,,,
262,GameObject,Cube,,10,3,,,
263,GameObject,Cube,,10,3,,,
264,GameObject,Cube,,10,3,,,
265,GameObject,Cube,,10,3,,,
266,GameObject,Cube,,10,3,,,
267,GameObject,Cube,,10,3,,,
268,GameObject,Cube,,10,3,,,
269,GameObject,Cube,,10,3,,,
270,GameObject,Cube,,10,3,,,
271,GameObject,Cube,,10,3,,,
272,GameObject,Cube,,10,3,,,
273,GameObject,Cube,,10,3,,,
274,GameObject,Cube,,10,3,,,
275,GameObject,Cube,,10,3,,,
276,GameObject,Cube,,10,3,,,
277,GameObject,Cube,,10,3,,,
278,GameObject,Cube,,10,3,,,
279,GameObject,Cube,,10,3,,,
280,GameObject,Cube,,10,3,,,
281,GameObject,Cube,,10,3,,,
282,GameObject,Cube,,10,3,,,
283,GameObject,Cube,,10,3,,,
284,GameObject,Cube,,10,3,,,
285,GameObject,Cube,,10,3,,,
286,GameObject,Cube,,10,3,,,
287,GameObject,Cube,,10,3,,,
288,GameObject,Cube,,10,3,,,
289,GameObject,Cube,,10,3,,,
290,GameObject,Cube,,10,3,,,
291,GameObject,Cube,,10,3,,,
292,GameObject,Cube,,10,3,,,
293,GameObject,Cube,,10,3,,,
294,GameObject,Cube,,10,3,,,
295,GameObject,Cube,,10,3,,,
296,GameObject,Cube,,10,3,,,
297,GameObject,Cube,,10,3,,,
298,GameObject,Cube,,10,3,,,
299,GameObject,Cube,,10,3,,,
300,GameObject,Cube,,10,3,,,
301,GameObject,Cube,,10,3,,,
302,GameObject,Cube,,10,3,,,
303,GameObject,Cube,,10,3,,,
304,GameObject,Cube,,10,3,,,
305,GameObject,Cube,,10,3,,,
306,GameObject,Cube,,10,3,,,
307,GameObject,Cube,,10,3,,,
308,GameObject,Cube,,10,3,,,
309,GameObject,Cube,,10,3,,,
310,GameObject,Cube,,10,3,,,
311,GameObject,Cube,,10,3,,,
312,GameObject,Cube,,10,3,,,
313,GameObject,Cube,,10,3,,,
314,GameObject,Cube,,10,3,,,
315,GameObject,Cube,,10,3,,,
316,GameObject,Cube,,10,3,,,
317,GameObject,Cube,,10,3,,,
318,GameObject,Cube,,10,3,,,
319,GameObject,Cube,,10,3,,,
320,GameObject,Cube,,10,3,,,
321,GameObject,Cube,,10,3,,,
322,GameObject,Cube,,10,3,,,
323,GameObject,Cube,,10,3,,,
324,GameObject,Cube,,10,3,,,
325,GameObject,Cube,,10,3,,,
326,GameObject,Cube,,10,3,,,
327,GameObject,Cube,,10,3,,,
328,GameObject,Cube,,10,3,,,
329,GameObject,Cube,,10,3,,,
330,GameObject,Cube,,10,3,,,
331,GameObject,Cube,,10,3,,,
332,GameObject,props_rubble13,,0,3,,,
333,GameObject,props_woodbox00_ironcorner,,0,3,,,
334,GameObject,props_woodbox00_ironcorner (1),,0,3,,,
335,GameObject,water_plain_city_ca_00101,,0,1,,,
336,GameObject,stage_city-ca-da00101,,0,1,,,
337,GameObject,BG-plane (1),,9,3,,,
338,GameObject,props_woodbarrel00,,0,3,,,
339,GameObject,shui-cemian,,4,3,,,
340,GameObject,grass_end_timeline,,0,3,,,
341,GameObject,grass_end_timeline,,0,3,,,
342,GameObject,grass_end_timeline,,0,3,,,
343,GameObject,grass_end_timeline,,0,3,,,
344,GameObject,grass_end_timeline,,0,3,,,
345,GameObject,grass_end_timeline,,0,3,,,
346,GameObject,Cube (3),,9,3,,,
347,GameObject,Cube (3),,9,3,,,
348,GameObject,Cube (3),,9,3,,,
349,GameObject,props_torch000-r,,0,3,,,
350,GameObject,props_torch000-r,,0,3,,,
351,GameObject,props_torch000-r,,0,3,,,
352,GameObject,props_woodbox00_dustsheet,,0,3,,,
353,GameObject,chengqiang.001,,0,4,,,
354,GameObject,props_haystack00,,0,3,,,
355,GameObject,muqiao,,0,4,,,
356,GameObject,grasslong04,,0,1,,,
357,GameObject,grasslong04,,0,1,,,
358,GameObject,grasslong04,,0,1,,,
359,GameObject,grasslong04,,0,1,,,
360,GameObject,grasslong04,,0,1,,,
361,GameObject,grasslong04,,0,1,,,
362,GameObject,Light (2),,0,3,,,
363,GameObject,props_rubble12 (4),,0,3,,,
364,GameObject,props_rubble12 (2),,0,3,,,
365,GameObject,props_rubble12 (1),,0,3,,,
366,GameObject,props_rubble12,,0,3,,,
367,GameObject,props_rubble12 (3),,0,3,,,
368,GameObject,props_rubble01,,0,3,,,
369,GameObject,props_huopen,,0,3,,,
370,GameObject,props_rubble06 (1),,0,3,,,
371,GameObject,props_rubble06,,0,3,,,
372,GameObject,props_haystacks00,,0,3,,,
373,GameObject,props_haystacks00 (1),,0,3,,,
374,GameObject,fire (8),,0,3,,,
375,GameObject,shuei_dimian,,0,3,,,
376,GameObject,lighting,,0,1,,,
377,GameObject,lightadjust_da,,0,2,,,
378,GameObject,shui_dingmian,,4,4,,,
379,GameObject,TopCamera,,0,3,,,
380,GameObject,shiqiao,,0,4,,,
381,GameObject,beimian,,0,3,,,
382,GameObject,props_rubble02,,0,3,,,
383,GameObject,stage_lightingDefultSetting_da,,0,1,,,
384,GameObject,shueidi,,0,3,,,
385,GameObject,shui_cemian,,4,3,,,
386,GameObject,Particle System (1),,0,3,,,
387,GameObject,camera,,0,8,,,
388,GameObject,props_rubble10,,0,3,,,
389,GameObject,realtime_MainLight,,0,3,,,
390,GameObject,empty 0_11,,24,3,,,
391,GameObject,empty 0_10,,24,3,,,
392,GameObject,empty 11_10,,24,3,,,
